0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-398.6082458496094,75.11740112304688,-21.772624969482422,-19.99396514892578,2.9854345321655273,13.788045883178711,-19.953243255615234,-7.0253586769104,-5.187741756439209,1.8332459926605225,-1.2512801885604858,1.4798916578292847,2.3022372722625732,2.20161771774292,1.9570949077606201,1.1059448719024658,-5.587186336517334,-4.650013446807861,-2.4916577339172363,-9.13306713104248,angry
-298.81570013911977,43.08768519773079,-13.042016094124655,-18.48382068715976,0.8568928235742852,7.638580878430656,-9.371724067644497,-6.171426980648349,-3.140896817053679,0.9180646151361456,1.9048081823130911,-0.9659689858134966,-0.02305392886327418,1.4515454337405207,1.9688066444697894,-0.3783546287495755,-3.874054533596394,-3.064910040371764,-2.2245723291827733,-7.4842509131286805,angry
-430.50164794921875,66.72663116455078,-36.950679779052734,-23.96757698059082,11.113916397094727,-3.656209707260132,-25.287195205688477,0.6320606470108032,-2.124412775039673,6.094216346740723,-1.698046088218689,4.2510600090026855,-2.0756235122680664,-0.13082975149154663,-8.069337844848633,-9.255155563354492,-9.57961368560791,-5.671674728393555,-9.212944030761719,8.009422302246094,angry
-469.6333923339844,101.0324478149414,1.4753804206848145,-32.444488525390625,-9.686408996582031,14.370924949645996,-1.291308879852295,-5.17781925201416,-9.24614429473877,5.8678741455078125,-13.251697540283203,10.429773330688477,-1.3411682844161987,1.2750153541564941,-0.19924284517765045,-1.4889365434646606,-7.783143520355225,-5.000467300415039,-2.1769399642944336,-8.113317489624023,angry
-274.2581156317829,30.13587026858195,1.1723861451053403,-13.071131081814134,-6.022886821202476,2.2663480884064793,2.57378500455123,-1.7329383151224762,-5.132220289936638,-2.5433552128919685,-0.16495804264020902,1.9533734539996592,0.9236691217269164,1.2764148180024535,-0.0543804339030296,-3.339597136928919,-3.7177031759894352,-3.3431714702168223,-3.1383092769189287,-4.5440343684815865,angry
-500.3529968261719,89.93110656738281,-17.95817756652832,-39.808929443359375,1.5848156213760376,7.4755377769470215,-10.133804321289062,-15.161689758300781,0.8870297074317932,-5.870065212249756,1.875502109527588,7.000732898712158,-7.875264644622803,-0.07623057812452316,-12.184164047241211,-7.158151149749756,-8.673710823059082,-3.4609792232513428,-10.812660217285156,6.1957268714904785,angry
-430.0675354003906,41.362911224365234,0.6350972056388855,2.6891140937805176,6.68956995010376,4.088405132293701,-14.037337303161621,-5.870035171508789,-9.127223014831543,0.8627656102180481,-17.207889556884766,6.994272232055664,-1.8244805335998535,4.3643693923950195,-2.1677157878875732,1.3217754364013672,-0.3665369153022766,-0.679302990436554,-6.359739780426025,-11.000783920288086,angry
-118.19127341118232,4.419216162948147,0.8184544816542417,-0.2212874872669002,-0.16763520460367654,-1.714789019110507,-3.564502757801379,-3.6476106526393868,-2.4283498091720133,-1.6386493924820642,-0.46546058035197446,1.0757213701146817,1.2233131706445644,0.662284244349487,0.49911491884056336,0.4372130248205914,0.15500879727419545,-1.2263627206794556,-2.9107674631097655,-3.173367487230705,angry
-480.5449523925781,39.216064453125,-4.804381847381592,-0.34645208716392517,9.098672866821289,-9.896790504455566,-20.34432029724121,-8.84689712524414,-4.241711616516113,-12.55696964263916,-1.07891845703125,9.09850025177002,-4.816446304321289,2.200593948364258,-7.555549621582031,-2.321472406387329,-18.470727920532227,-7.228360176086426,-5.033585071563721,18.06787109375,angry
-406.3887023925781,74.77155303955078,-14.502921104431152,-22.536226272583008,2.7192485332489014,9.219658851623535,-15.747518539428711,-7.7228312492370605,-8.138023376464844,-1.1222764253616333,-0.5916146636009216,-1.2451348304748535,-0.6807825565338135,0.047710202634334564,3.27616810798645,1.3518738746643066,-6.66605806350708,-0.8435087203979492,-4.840929985046387,-7.506224155426025,angry
-123.43005074561847,8.325859751180687,-1.6109894074236648,-5.744026088558286,-0.712742880869906,0.9395343147039203,-3.056285031622845,-4.811068059736891,-2.3888101922141525,-0.3215856161891063,0.3147092533534845,-1.4039886278330427,-0.6969378437891032,2.1688895152108376,2.146514762900431,0.4797643836777059,-1.4958688825582394,-2.3687535662982238,-2.06373610722077,-3.129703890724346,angry
-457.9325866699219,73.29710388183594,-35.54948806762695,-24.6896915435791,7.100491046905518,-7.475965976715088,-25.327526092529297,-3.2937474250793457,-5.090677738189697,3.488610029220581,-5.536721706390381,3.1341638565063477,-1.1144942045211792,2.696967840194702,-5.012186050415039,-7.880767345428467,-5.966636657714844,-5.7176127433776855,-7.834232807159424,8.924202919006348,angry
-430.1768798828125,76.0295639038086,11.638484001159668,22.298625946044922,12.784540176391602,4.796335697174072,-22.59193229675293,7.545807838439941,-19.211467742919922,-16.849397659301758,-9.328760147094727,-6.351629734039307,-8.431595802307129,0.8856950998306274,-12.060060501098633,-4.127874374389648,-6.647967338562012,-0.14838290214538574,-5.078224182128906,-7.891977310180664,angry
-231.77996366126237,18.43972221364562,8.494966843469552,8.197471363990296,7.909324175098053,1.0671117785991788,-5.823195137873048,-3.5081429141641727,-5.931076537622372,-8.019421701311643,-4.476429059886618,-2.8844942325164573,-2.773057536605935,-3.566720381202996,-4.962608060811795,-4.944816672542076,-4.824282884533273,-4.233976730058922,-4.139899173081586,-2.7734645117265053,angry
-467.6142883300781,70.32601165771484,6.111217498779297,17.171905517578125,11.8461332321167,-20.427959442138672,-21.90639877319336,-3.182926654815674,-28.4715576171875,-5.708660125732422,-6.901716232299805,-3.8549294471740723,-5.730185031890869,-9.382848739624023,-7.591212272644043,-2.4543066024780273,-10.461536407470703,-2.3116166591644287,1.5309357643127441,22.909259796142578,angry
-450.716552734375,72.02190399169922,-0.23359978199005127,0.7481435537338257,14.303668975830078,1.4743945598602295,-22.2740421295166,-8.408512115478516,-5.707308292388916,-2.5310375690460205,-14.92956829071045,9.818662643432617,1.2132023572921753,-0.9372873306274414,-2.3636271953582764,-3.938246250152588,-4.109703540802002,-9.711273193359375,-4.4138288497924805,-9.853806495666504,angry
